Timestamp,Type,Amount,Phone,Reference,Message
2025-01-18T19:59:06.602Z,agent_withdrawal,416140,+250789384797,MTN40848,"Cash withdrawal of RWF RF 416,140 from agent +250789384797. Fee: RWF 8322. Reference: MTN40848"
2025-01-18T03:54:16.289Z,third_party_transaction,232118,+250789815546,MTN55600,"Third party transaction of RWF RF 232,118. Service: Airtel. Reference: MTN55600"
2025-01-17T12:47:20.037Z,agent_withdrawal,103466,+250787829910,MTN48929,"Cash withdrawal of RWF RF 103,466 from agent +250787829910. Fee: RWF 2069. Reference: MTN48929"
2025-01-16T23:38:01.045Z,airtime_payment,32697,+250788609205,MTN44297,"Airtime purchase successful. Amount: RWF RF 32,697. Phone: +250788609205. Reference: MTN44297"
2025-01-14T11:09:02.586Z,bundle_purchase,326365,+250782980660,MTN23057,"Internet bundle purchase. Amount: RWF RF 326,365. Data: 3263MB. Reference: MTN23057"
2025-01-11T12:19:47.922Z,airtime_payment,394711,+250784876566,MTN29095,"Airtime purchase successful. Amount: RWF RF 394,711. Phone: +250784876566. Reference: MTN29095"
2025-01-11T12:06:49.598Z,bank_transfer,308217,+250781336039,MTN27629,"Bank transfer of RWF RF 308,217 to account ****7474. Reference: MTN27629"
2025-01-07T02:10:54.645Z,transfer_mobile,201655,+250785902222,MTN33351,"You have transferred RWF RF 201,655 to +250785902222. Fee: RWF 2016. Reference: MTN33351"
2025-01-06T21:20:06.356Z,bank_transfer,398424,+250785285703,MTN83955,"Bank transfer of RWF RF 398,424 to account ****9510. Reference: MTN83955"
2025-01-06T16:36:45.311Z,bundle_purchase,319259,+250784238110,MTN46256,"Internet bundle purchase. Amount: RWF RF 319,259. Data: 3192MB. Reference: MTN46256"
2025-01-06T15:13:59.099Z,cashpower_payment,162941,+250781554229,MTN52708,"CashPower payment of RWF RF 162,941 successful. Meter: 32279. Reference: MTN52708"
2025-01-04T19:22:24.557Z,third_party_transaction,7621,+250782759233,MTN77052,"Third party transaction of RWF RF 7,621. Service: Tigo. Reference: MTN77052"
2025-01-03T17:51:00.491Z,airtime_payment,198537,+250785223665,MTN71547,"Airtime purchase successful. Amount: RWF RF 198,537. Phone: +250785223665. Reference: MTN71547"
2025-01-03T08:20:02.060Z,cashpower_payment,401848,+250786096509,MTN99245,"CashPower payment of RWF RF 401,848 successful. Meter: 80249. Reference: MTN99245"
2025-01-02T11:14:28.003Z,bank_deposit,73967,+250786108322,MTN78169,"Bank deposit of RWF RF 73,967 successful. Bank: BK. Reference: MTN78169"
2025-01-02T04:34:19.445Z,airtime_payment,98363,+250781771302,MTN42855,"Airtime purchase successful. Amount: RWF RF 98,363. Phone: +250781771302. Reference: MTN42855"
2025-01-01T22:45:33.126Z,payment_to_code,10846,+250783899124,MTN60643,"You have paid RWF RF 10,846 to merchant code. Transaction ID: MTN60643. Your new balance is RWF 694031."
2025-01-01T16:24:13.064Z,bank_deposit,25870,+250784131752,MTN89811,"Bank deposit of RWF RF 25,870 successful. Bank: BK. Reference: MTN89811"
2024-12-31T21:17:26.012Z,cashpower_payment,465426,+250781635915,MTN61954,"CashPower payment of RWF RF 465,426 successful. Meter: 197. Reference: MTN61954"
2024-12-31T10:22:12.939Z,bank_transfer,98919,+250786804691,MTN15452,"Bank transfer of RWF RF 98,919 to account ****8292. Reference: MTN15452"
2024-12-31T00:16:45.246Z,airtime_payment,31511,+250780878972,MTN73746,"Airtime purchase successful. Amount: RWF RF 31,511. Phone: +250780878972. Reference: MTN73746"
2024-12-25T11:36:27.213Z,bundle_purchase,258953,+250785101921,MTN41926,"Internet bundle purchase. Amount: RWF RF 258,953. Data: 2589MB. Reference: MTN41926"
2024-12-24T08:28:15.974Z,incoming_money,64745,+250780148554,MTN17595,"You have received RWF RF 64,745 from +250780148554. Your new balance is RWF 258629. Reference: MTN17595"
2024-12-23T01:25:04.815Z,transfer_mobile,466924,+250789372972,MTN12018,"You have transferred RWF RF 466,924 to +250789372972. Fee: RWF 4669. Reference: MTN12018"
2024-12-22T21:32:47.513Z,cashpower_payment,388349,+250780280986,MTN37020,"CashPower payment of RWF RF 388,349 successful. Meter: 95479. Reference: MTN37020"
2024-12-19T22:18:34.812Z,payment_to_code,139812,+250785940244,MTN55507,"You have paid RWF RF 139,812 to merchant code. Transaction ID: MTN55507. Your new balance is RWF 99748."
2024-12-19T10:18:06.315Z,transfer_mobile,1900,+250787995504,MTN78531,"You have transferred RWF RF 1,900 to +250787995504. Fee: RWF 19. Reference: MTN78531"
2024-12-18T14:50:28.010Z,bundle_purchase,156418,+250782004584,MTN01847,"Internet bundle purchase. Amount: RWF RF 156,418. Data: 1564MB. Reference: MTN01847"
2024-12-18T08:18:27.554Z,agent_withdrawal,303934,+250785337388,MTN95394,"Cash withdrawal of RWF RF 303,934 from agent +250785337388. Fee: RWF 6078. Reference: MTN95394"
2024-12-17T15:45:51.297Z,bank_transfer,308262,+250789200795,MTN69155,"Bank transfer of RWF RF 308,262 to account ****4011. Reference: MTN69155"
2024-12-16T18:26:48.764Z,bank_transfer,423338,+250782295220,MTN10261,"Bank transfer of RWF RF 423,338 to account ****8481. Reference: MTN10261"
2024-12-16T04:03:09.366Z,transfer_mobile,4817,+250789785236,MTN75763,"You have transferred RWF RF 4,817 to +250789785236. Fee: RWF 48. Reference: MTN75763"
